RetainedTxp	DuplicateTxp
Plecto143|2720086	Plecto143|4453004
Fusarium13|170021	Fusarium226|2070031
Fusarium216|3569300216	Fusre1|691056
Plecto143|6610058	Plecuc1|309782
Fusarium13|1427500401	Fusarium226|500617
Fusarium216|100740	Fusre1|549252
Plecto143|6400162	Plecto143|6160076
Plecto143|410037	Plecuc1|293371
Fusarium13|200015	Fusarium226|18001197
Root1298|1497	Root1312|1552
Root1298|1497	Root74|1673
Root1298|1497	Root954|1704
Fusarium13|1700379	Fusarium226|20700379
Fusarium13|3800320	Fusarium226|3700440
Root1298|1650	Root1312|1705
Root1298|1650	Root74|4426
Root1298|1650	Root954|6707
Verdah1|147982	Verdah1|188292
Root423|392	Root558|396
Fusarium13|4300119	Fusarium226|31001063
Root423|1924	Root558|2976
Fusarium216|1100709	Fusre1|537335
Root1298|920	Root1312|919
Root1298|920	Root74|921
Root1298|920	Root954|2339
Fusarium216|2200849	Fusre1|593954
Neora1|877400	Neora1|880263
Fusarium216|610078	Fusre1|542559
Root423|5314	Root558|906
Root149|2923	Root564|4646
Root1298|5571	Root1312|5317
Root1298|5571	Root74|5068
Root1298|5571	Root954|3181
Fusarium13|1700746	Fusarium226|20700737
Fusarium13|2000899	Fusarium226|1800334
Fusarium216|2400636	Fusre1|521425
Fusarium13|14273001153	Fusarium226|7001323
Fusarium13|1427500756	Fusarium226|500968
Root1298|2023	Root1312|2078
Root1298|2023	Root74|2029
Root1298|2023	Root954|4731
Root1298|4372	Root1312|4119
Root1298|4372	Root74|3635
Root1298|4372	Root954|3038
Root1298|1387	Root1312|1442
Root1298|1387	Root74|1563
Root1298|1387	Root954|1595
Fusarium13|14273001177	Fusarium226|7001347
Root423|3113	Root558|2455
Fusarium216|2400285	Fusre1|621516
Fusarium13|14001464	Fusarium226|500192
Fusarium13|1427500289	Fusarium226|500505
Fusarium13|5000141	Fusarium226|5700134
Root1298|5847	Root1312|2575
Root1298|5847	Root74|5495
Root1298|5847	Root954|4317
Root423|501	Root558|503
Root1298|1018	Root1312|1016
Root1298|1018	Root74|1053
Root1298|1018	Root954|5836
Fusarium216|3568000106	Fusre1|599961
Plecto143|3592002	Plecto143|7593002
Plecto143|3592002	Plecto143|75910020
Plecto143|3592002	Plecto143|7592003
Fusarium216|500070	Fusarium226|540070
Fusarium13|1427000705	Fusarium226|21000708
Fusarium216|4100107	Fusre1|552207
Root1298|2159	Root1312|2214
Root1298|2159	Root74|2164
Root1298|2159	Root954|4597
Fusarium216|800570	Fusre1|276198
Root423|332	Root558|335
Fusarium216|4100354	Fusre1|497053
Fusarium13|14273001688	Fusarium226|7001864
Fusarium13|2000474	Fusarium226|1800748
Fusarium216|280020	Fusre1|595693
Fusarium216|2400558	Fusre1|578959
Plecto143|200263	Plecuc1|291280
Fusarium216|800208	Fusre1|637061
Root1298|1168	Root1312|1166
Root1298|1168	Root74|1203
Root1298|1168	Root954|5986
Fusarium13|1427000878	Fusarium226|21000881
Fusarium216|4500250	Fusre1|692056
Root1298|3991	Root1312|5687
Root1298|3991	Root74|5828
Root1298|3991	Root954|3847
Fusarium216|6001104	Fusre1|685184
Root559|69	Root667|2046
Fusarium216|100700	Fusre1|699800
Fusarium216|600790	Fusre1|557538
Fusarium216|2400879	Fusre1|521401
Fusarium216|35680001243	Fusre1|499156
Fusarium216|3569300111	Fusre1|691156
Fusarium216|1001464	Fusre1|43301
Fusarium13|14273001388	Fusarium226|7001556
Fusarium216|600803	Fusre1|557502
Fusarium216|800883	Fusre1|561420
Fusarium216|2400617	Fusre1|578856
Root1298|4882	Root1312|4627
Root1298|4882	Root74|4145
Root1298|4882	Root954|4429
Fusarium216|800455	Fusre1|504918
Fusarium216|5800207	Fusre1|523930
Fusarium216|100985	Fusre1|549982
Root1298|4092	Root1312|5586
Root1298|4092	Root74|5727
Root1298|4092	Root954|3746
Plecto143|741500283	Plecuc1|329354
Plecto143|75090036	Plecuc1|349262
Fusarium216|4000116	Fusre1|598738
Fusarium216|100440	Fusre1|682457
Fusarium13|1427300499	Fusarium226|700623
Root1298|296	Root1312|296
Root1298|296	Root74|296
Root1298|296	Root954|5528
Root559|235	Root667|2213
Verdah1|492955	Verdah1|495975
Fusarium216|2400150	Fusre1|598966
Root1310|8286	Root1310|8381
Verdah1|373034	Verdah1|391942
Root423|1411	Root558|3972
Fusarium216|500046	Fusarium226|540046
Fusarium13|3001737	Fusarium226|10001653
Plecto143|1600275	Plecto143|122003
Plecto143|1600275	Plecto143|1600280
Plecto143|1600275	Plecuc1|292980
Root423|1363	Root558|3924
Plecto143|3670003	Plecto143|7492004
Fusarium216|2200749	Fusre1|361227
Verdah1|407693	Verdah1|409754
Root1298|3547	Root1312|3892
Root1298|3547	Root74|3193
Root1298|3547	Root954|973
Root1298|700	Root1312|699
Root1298|700	Root74|701
Root1298|700	Root954|2557
Fusarium216|410096	Fusre1|683645
Fusarium216|5300211	Fusre1|127536
Fusarium216|6600177	Fusre1|583867
Verdah1|410537	Verdah1|435553
Fusarium216|6100126	Fusre1|576881
Fusarium216|2400667	Fusre1|694539
Fusarium216|600364	Fusre1|535335
Fusarium13|300536	Fusarium226|1000469
Root1298|980	Root1312|978
Root1298|980	Root74|1015
Root1298|980	Root954|5798
Fusarium216|1800757	Fusre1|688221
Neora1|744294	Neora1|744319
Root1298|5238	Root1312|4984
Root1298|5238	Root423|4568
Root1298|5238	Root558|1157
Root1298|5238	Root74|4661
Root1298|5238	Root954|4144
Fusarium216|2600329	Fusarium216|2600196
Fusarium216|600386	Fusre1|535317
Fusarium216|2200456	Fusre1|539608
Root1298|6759	Root1312|6818
Root1298|6759	Root74|6797
Root1298|6759	Root954|3216
Fusarium13|1700752	Fusarium226|20700743
Root1298|3949	Root1312|5729
Root1298|3949	Root74|5870
Root1298|3949	Root954|3889
Root559|2524	Root667|619
Mictri1|320680	Mictri1|333085
Root1298|5858	Root1312|2586
Root1298|5858	Root74|5506
Root1298|5858	Root954|4328
Root1298|5006	Root1312|4751
Root1298|5006	Root74|4269
Root1298|5006	Root954|4553
Plecto143|75220020	Plecto143|7477002
Root1298|1001	Root1312|999
Root1298|1001	Root74|1036
Root1298|1001	Root954|5819
Root1298|322	Root1312|322
Root1298|322	Root74|322
Root1298|322	Root954|5554
Root1298|2455	Root1312|2674
Root1298|2455	Root74|6242
Root1298|2455	Root954|306
Fusarium226|2190097	Fusarium226|207001735
Verdah1|425419	Verdah1|437560
Fusarium13|3100571	Fusarium226|3400584
Fusarium216|660094	Fusarium216|356850098
Root1298|114	Root1312|114
Root1298|114	Root74|114
Root1298|114	Root954|5346
Root1298|1695	Root1312|1750
Root1298|1695	Root74|4381
Root1298|1695	Root954|6753
Root1298|2601	Root1312|2820
Root1298|2601	Root74|2523
Root1298|2601	Root954|161
Root1298|2456	Root1312|2675
Root1298|2456	Root74|6243
Root1298|2456	Root954|305
Verdah1|394832	Verdah1|449967
Plecto143|3260026	Plecuc1|107952
Root1298|3957	Root1312|5721
Root1298|3957	Root74|5862
Root1298|3957	Root954|3881
Root423|53	Root558|56
Root423|2427	Root558|1283
Fusarium216|4100101	Fusre1|54851
Fusarium216|800787	Fusre1|638077
Root1298|434	Root1312|434
Root1298|434	Root74|434
Root1298|434	Root954|5666
Fusarium216|1001547	Fusre1|551702
Root559|182	Root667|2160
Fusarium216|2200373	Fusre1|511419
Root1298|235	Root1312|235
Root1298|235	Root74|235
Root1298|235	Root954|5467
Fusarium13|2600644	Fusarium226|4000440
Root1298|4900	Root1312|4645
Root1298|4900	Root74|4163
Root1298|4900	Root954|4447
Verdah1|316128	Verdah1|325015
Root423|1754	Root558|2806
Fusarium13|1400108	Fusarium226|20900259
Fusarium216|280070	Fusre1|740153
Plecto143|7586001	Plecto143|2755005
Root1298|3704	Root1312|4049
Root1298|3704	Root74|3350
Root1298|3704	Root954|815
Root1298|2575	Root1312|2794
Root1298|2575	Root74|2497
Root1298|2575	Root954|187
Root1298|2398	Root1312|2498
Root1298|2398	Root74|2402
Root1298|2398	Root954|2037
Fusarium216|2600599	Fusre1|646627
Root1298|4577	Root1312|4323
Root1298|4577	Root423|4059
Root1298|4577	Root558|5101
Root1298|4577	Root74|3840
Root1298|4577	Root954|435
Cylol1|362964	Cylol1|376369
Morel_U14_1|478171	Morel_U14_1|479749
Plecto143|7411004	Plecto143|7412001
Verdah1|489680	Verdah1|494632
Root1298|6765	Root1312|6824
Root1298|6765	Root74|6803
Root1298|6765	Root954|3222
Fusarium13|14275001304	Fusarium226|5001505
Fusarium216|100217	Fusre1|2397
Root102|6400	Root172|6503
Fusarium216|100423	Fusre1|682441
Fusarium13|1400116	Fusarium226|20900251
Fusarium216|1800792	Fusre1|662407
Root1298|273	Root1312|273
Root1298|273	Root423|269
Root1298|273	Root558|272
Root1298|273	Root74|273
Root1298|273	Root954|5505
Root1298|2942	Root1312|3160
Root1298|2942	Root74|2863
Root1298|2942	Root954|1400
Fusarium13|260091	Fusarium226|370034
Root1298|6691	Root1312|6746
Root1298|6691	Root74|6682
Root1298|6691	Root954|6173
Plecto143|980007	Plecto143|7523004
Plecto143|846001	Plecto143|846006
Daces1|575096	Daces1|575666
Fusarium13|2000947	Fusarium226|1800285
Fusarium216|6100157	Fusre1|741110
Fusarium216|2200524	Fusre1|368234
Fusarium13|3001070	Fusarium226|1000981
Root1298|2557	Root1312|2776
Root1298|2557	Root74|2479
Root1298|2557	Root954|205
Root423|6102	Root558|3192
Morel_U14_1|478969	Morel_U14_1|478970
Root1298|3140	Root1312|3356
Root1298|3140	Root74|3451
Root1298|3140	Root954|2141
Root1298|6049	Root1312|6167
Root1298|6049	Root74|1482
Root1298|6049	Root954|3511
Fusarium216|800710	Fusre1|673054
Plecto143|248008	Plecto143|248001
Plecto143|248008	Plecto143|2450012
Fusarium216|2400357	Fusre1|577381
Plecto143|85865003	Plecto143|85865008
Plecto143|85865003	Plecto143|857090020
Root423|2770	Root558|2112
Root423|443	Root558|447
Plecto143|6610091	Plecuc1|315723
Root423|5925	Root558|3402
Plecto143|85703002	Plecto143|85702006
Plecto143|85703002	Plecto143|85702003
Plecto143|85703002	Plecto143|2937002
Fusarium216|4800628	Fusre1|599588
Plecto143|14180028	Plecuc1|332940
Root423|2883	Root558|2225
Plecto143|85846006	Plecto143|85846005
Plecto143|3140052	Plecto143|3140059
Plecto143|3140052	Plecto143|773002
Fusarium216|3568000196	Fusre1|150653
Plecto143|160057	Plecuc1|234402
Verdah1|407685	Verdah1|409746
Root1298|3787	Root1312|6412
Root1298|3787	Root74|6033
Root1298|3787	Root954|2826
Root423|5338	Root558|930
Root423|174	Root558|177
Dacma1|806756	Dacma1|833186
Fusarium13|1427300885	Fusarium226|7001059
Fusarium13|2600199	Fusarium226|4000888
Verdah1|347792	Verdah1|515497
Fusarium13|3800262	Fusarium226|3700382
Fusarium13|3800632	Fusarium226|3700743
Root423|3183	Root558|2525
Root1298|1403	Root1312|1458
Root1298|1403	Root74|1579
Fusarium216|100937	Fusre1|682929
Root1298|3695	Root1312|4040
Root1298|3695	Root74|3341
Root1298|3695	Root954|824
Fusarium13|3100533	Fusarium226|3400545
Root423|1719	Root558|2771
Fusarium216|100983	Fusre1|498156
Fusarium216|3000643	Fusre1|505947
Fusarium216|5600124	Fusre1|695423
Plecto143|2890059	Plecuc1|283613
Root1298|1080	Root1312|1078
Root1298|1080	Root74|1115
Root1298|1080	Root954|5898
Fusarium216|3000214	Fusre1|673381
Fusarium216|60027	Fusre1|501758
Fusarium216|1100328	Fusre1|665743
Ilyeu1|597336	Ilyeu1|606952
Fusarium216|2400796	Fusre1|543436
Neora1|828803	Neora1|830168
Root1298|1722	Root1312|1777
Root1298|1722	Root74|4354
Root1298|1722	Root954|6780
Fusarium216|2200327	Fusre1|568944
Fusarium216|100589	Fusre1|495925
Root1298|2206	Root1312|2307
Root1298|2206	Root74|2211
Root1298|2206	Root954|1845
Root423|4712	Root558|6478
Fusarium13|1700848	Fusarium226|20700836
Fusarium216|800824	Fusre1|286115
Root1298|1375	Root1312|1430
Root1298|1375	Root74|1551
Root1298|1375	Root954|1583
Fusarium216|1800770	Fusre1|563560
Plecto143|1201002	Plecto143|12010011
Plecto143|1201002	Plecto143|4000181
Plecto143|1201002	Plecuc1|346432
Root1298|1269	Root1312|1267
Root1298|1269	Root74|1304
Root1298|1269	Root954|6087
Root423|136	Root558|139
Fusarium216|3000803	Fusre1|697741
Fusarium216|610072	Fusre1|576828
Plecto143|74800081	Plecto143|2894002
Fusarium13|1700828	Fusarium226|20700817
Root1298|5332	Root1312|5078
Root1298|5332	Root74|4755
Root1298|5332	Root954|5010
Fusarium216|600340	Fusre1|685894
Root423|2679	Root558|2021
Root102|6127	Root172|6377
Fusarium13|14275001548	Fusarium226|5001756
Fusarium216|3569300257	Fusre1|570298
Fusarium216|5300153	Fusre1|520102
Fusarium216|1800201	Fusre1|674599
Root1298|4510	Root1312|4257
Root1298|4510	Root74|3773
Root1298|4510	Root954|2900
Fusarium13|1427300929	Fusarium226|7001103
Fusarium13|1427300933	Fusarium226|7001107
Fusarium216|3568000203	Fusre1|553199
Fusarium13|2600459	Fusarium226|4000621
Fusarium13|300408	Fusarium226|1000345
Plecto143|742300172	Plecuc1|351243
Fusarium216|2600649	Fusre1|514903
Fusarium216|35680001284	Fusre1|500917
Root1298|1509	Root1312|1564
Root1298|1509	Root74|1685
Root1298|1509	Root954|1716
Root1298|5511	Root1312|5257
Root1298|5511	Root74|4935
Root1298|5511	Root954|5190
Plecto143|31600150	Plecuc1|327203
Fusarium13|2000984	Fusarium226|1800249
Root1298|1357	Root1312|1412
Root1298|1357	Root74|1533
Root1298|1357	Root954|1565
Root1298|3260	Root1312|3476
Root1298|3260	Root74|3571
Root1298|3260	Root954|2262
Root1298|6455	Root1312|6565
Root1298|6455	Root74|6445
Root1298|6455	Root954|3288
Root1298|4798	Root1312|4544
Root1298|4798	Root74|4062
Root1298|4798	Root954|6908
Fusarium216|3569300144	Fusre1|691128
Root1298|6467	Root1312|6577
Root1298|6467	Root74|6457
Root1298|6467	Root954|3276
Fusarium13|2600217	Fusarium226|4000869
Fusarium13|3001143	Fusarium226|10001058
Root1298|3414	Root1312|3759
Root1298|3414	Root74|3062
Root1298|3414	Root954|1104
Fusarium216|2200347	Fusre1|512335
Fusarium216|356930093	Fusre1|691173
Fusarium216|730041	Fusre1|528108
Plecto143|203009	Plecuc1|22789
Root1298|3423	Root1312|3768
Root1298|3423	Root74|3071
Root1298|3423	Root954|1095
Root559|1517	Root667|3817
Root1298|5683	Root1312|5429
Root1298|5683	Root74|5180
Root1298|5683	Root954|3069
Fusarium13|14275001206	Fusarium226|5001403
Fusarium13|2000678	Fusarium226|1800549
Plecto143|3260088	Plecuc1|340951
Root1298|3350	Root1312|3695
Root1298|3350	Root423|2951
Root1298|3350	Root558|2293
Root1298|3350	Root74|2998
Root1298|3350	Root954|1168
Fusarium216|2800298	Fusre1|574988
Fusarium216|3568200980	Fusre1|668931
Fusarium216|4100306	Fusre1|632626
Root1298|1414	Root1312|1469
Root1298|1414	Root74|1590
Root1298|1414	Root954|1622
Root1298|743	Root1312|742
Root1298|743	Root74|744
Root1298|743	Root954|2515
Root1298|3066	Root1312|3283
Root1298|3066	Root74|6590
Root1298|3066	Root954|1524
Root1298|463	Root1312|463
Root1298|463	Root74|463
Root1298|463	Root954|5695
Root1298|1801	Root1312|1856
Root1298|1801	Root423|1969
Root1298|1801	Root558|3021
Root1298|1801	Root74|1807
Root1298|1801	Root954|4954
Dacma1|112560	Dacma1|930358
Fusarium216|60072	Fusre1|686161
Root1298|4057	Root1312|5621
Root1298|4057	Root74|5762
Root1298|4057	Root954|3781
Fusarium216|600464	Fusre1|503353
Fusarium216|1100263	Fusre1|576010
Fusarium216|6100231	Fusre1|678475
Root1298|4354	Root1312|4101
Root1298|4354	Root74|3617
Root1298|4354	Root954|3056
Root1298|109	Root1312|109
Root1298|109	Root74|109
Root1298|109	Root954|5341
Fusarium13|1427500237	Fusarium226|500452
Root423|2831	Root558|2173
Fusarium216|710022	Fusre1|528055
Fusarium216|100427	Fusre1|682445
Fusarium216|1001207	Fusre1|550625
Fusarium13|14270001021	Fusarium226|210001021
Root423|205	Root558|208
Fusarium216|800267	Fusre1|504344
Fusarium216|1100757	Fusre1|562850
Root1298|3995	Root1312|5683
Root1298|3995	Root74|5824
Root1298|3995	Root954|3843
Root423|228	Root558|231
Root423|1567	Root558|5116
Root1298|539	Root1312|538
Root1298|539	Root74|540
Root1298|539	Root954|2717
Root1298|448	Root1312|448
Root1298|448	Root74|448
Root1298|448	Root954|5680
Plecto143|4400012	Plecto143|8760053
Fusarium13|1400702	Fusarium226|21600587
Root1298|6129	Root1312|5993
Root1298|6129	Root74|5465
Root1298|6129	Root954|621
Root423|4888	Root558|4549
Fusarium13|15800197	Fusarium226|310025
Plecto143|96300173	Plecuc1|88133
Verdah1|187795	Verdah1|257913
Fusarium216|1100405	Fusre1|620544
Fusarium216|410087	Fusre1|552126
Fusarium13|1400179	Fusarium226|2160069
Fusarium216|3000108	Fusre1|561734
Root1298|622	Root1312|621
Root1298|622	Root74|623
Root1298|622	Root954|2634
Root1298|1427	Root1312|1482
Root1298|1427	Root74|1603
Root1298|1427	Root954|1635
Root1298|138	Root1312|138
Root1298|138	Root74|138
Root1298|138	Root954|5370
Root1298|1610	Root1312|1665
Root1298|1610	Root423|1474
Root1298|1610	Root558|5209
Root1298|1610	Root74|1786
Root1298|1610	Root954|1817
Daces1|533587	Daces1|665602
Fusarium216|1100715	Fusre1|302629
Fusarium216|800869	Fusre1|687026
Fusarium216|800776	Fusre1|609135
Root423|6435	Root558|2705
Root1298|3804	Root1312|6429
Root1298|3804	Root74|6016
Root1298|3804	Root954|2809
Fusarium13|2000424	Fusarium226|1800798
Plecto143|22790026	Plecuc1|289983
Root423|179	Root558|182
Fusarium216|4000106	Fusre1|696443
Plecto143|3150072	Plecuc1|109362
Root1298|717	Root1312|716
Root1298|717	Root74|718
Root1298|717	Root954|2540
Fusarium216|1100136	Fusre1|693035
Fusarium13|1427000833	Fusarium226|21000836
Fusarium216|2600109	Fusre1|691266
Fusarium13|14270001532	Fusarium226|210001518
Fusarium216|500068	Fusarium226|540068
Fusarium216|400062	Fusre1|525647
Fusarium216|5300237	Fusre1|578022
Fusarium216|2600332	Fusarium216|2600340
Plecto143|12720090	Plecuc1|252163
Root423|2567	Root558|1421
Plecto143|3531007	Plecto143|3922008
Fusarium216|100402	Fusre1|531985
Root1298|6480	Root1312|6590
Root1298|6480	Root74|6470
Root1298|6480	Root954|3263
Root1298|193	Root1312|193
Root1298|193	Root74|193
Root1298|193	Root954|5425
Fusarium216|500063	Fusarium226|540063
Fusarium13|2000517	Fusarium226|1800705
Fusarium216|1001391	Fusre1|551192
Fusarium216|1001326	Fusre1|498873
Fusarium216|1001329	Fusre1|497685
Root1298|4018	Root1312|5660
Root1298|4018	Root423|6110
Root1298|4018	Root558|3184
Root1298|4018	Root74|5801
Root1298|4018	Root954|3820
Root1298|65	Root1312|65
Root1298|65	Root74|65
Root1298|65	Root954|5297
Fusarium216|4800626	Fusre1|528482
Root423|5937	Root558|3316
Fusarium13|3100402	Fusarium226|3400410
Root1298|184	Root1312|184
Root1298|184	Root74|184
Root1298|184	Root954|5416
Plecto143|857030058	Plecuc1|131001
Root1298|1338	Root1312|1393
Root1298|1338	Root74|1514
Root1298|1338	Root954|1546
Root423|5176	Root558|6216
Fusarium216|690016	Fusre1|584351
Fusarium216|3000403	Fusre1|724066
Root423|3661	Root558|4477
Fusarium13|1427500347	Fusarium226|500564
Fusarium216|1001554	Fusre1|498203
Plecto143|3328003	Plecto143|74800024
Verdah1|369317	Verdah1|395331
Fusarium13|3800235	Fusarium226|3700356
Fusarium13|380070	Fusarium226|3700195
Root1298|54	Root1312|54
Root1298|54	Root74|54
Root1298|54	Root954|5286
Fusarium13|1427300566	Fusarium226|700690
Fusarium216|600185	Fusre1|559236
Fusarium13|17001402	Fusarium226|3100177
Plecto143|6070055	Plecuc1|10500
Root149|2920	Root564|4643
Fusarium216|600311	Fusre1|251880
Fusarium13|2000212	Fusarium226|18001009
Fusarium216|2200154	Fusre1|690573
Fusarium13|300952	Fusarium226|1000869
Root1298|536	Root1312|535
Root1298|536	Root74|537
Root1298|536	Root954|2720
Root1298|6576	Root1312|1368
Root1298|6576	Root74|1405
Root1298|6576	Root954|3570
Fusarium216|4500437	Fusre1|573888
Fusarium13|1400162	Fusarium226|20900210
Root423|6458	Root558|2728
Zalva1|602846	Zalva1|611982
Fusarium216|2200169	Fusre1|377859
Fusarium216|100767	Fusre1|658683
Root1298|1467	Root1312|1522
Root1298|1467	Root74|1643
Root1298|1467	Root954|1675
Root423|861	Root558|1536
Fusarium216|35680008	Fusre1|261826
Fusarium216|3000601	Fusre1|537069
Fusarium216|35680001187	Fusre1|605901
Root1298|4977	Root1312|4722
Root1298|4977	Root74|4240
Root1298|4977	Root954|4524
Fusarium216|3568200868	Fusre1|567332
Fusarium13|1700669	Fusarium226|20700659
Fusarium13|14270001803	Fusarium226|210001787
Fusarium216|1100276	Fusre1|542229
Root423|1083	Root558|1756
Fusarium216|3568000719	Fusre1|554954
Fusarium13|3800535	Fusarium226|3700646
Root559|2766	Root667|3126
Root423|6079	Root558|3215
Daces1|569807	Daces1|576220
Plecto143|9630096	Plecuc1|281383
Root1298|5185	Root1312|4931
Root1298|5185	Root423|4621
Root1298|5185	Root558|1104
Root1298|5185	Root74|4608
Root1298|5185	Root954|4091
Fusarium13|2300518	Fusarium226|3000477
Root1298|3114	Root1312|3330
Root1298|3114	Root74|3425
Root1298|3114	Root954|2115
Fusarium216|2400671	Fusre1|578757
Root1298|1129	Root1312|1127
Root1298|1129	Root74|1164
Root1298|1129	Root954|5947
Fusarium216|260054	Fusre1|654168
Root1433D1|3176	Root322|2190
Fusarium216|6900142	Fusre1|697220
Fusarium216|4800555	Fusre1|528300
Fusarium216|1100727	Fusre1|562900
Root1298|1422	Root1312|1477
Root1298|1422	Root74|1598
Root1298|1422	Root954|1630
Root1252|6522	Root1252|7317
Root1298|831	Root1312|830
Root1298|831	Root74|832
Root1298|831	Root954|2428
Fusarium13|1700561	Fusarium226|20700553
Fusarium216|6600172	Fusarium216|74004
Plecto143|400024	Plecuc1|289698
Fusarium13|17001165	Fusarium226|207001148
Root423|3602	Root558|4418
Plecto143|741800174	Plecuc1|330261
Plecto143|85888004	Plecto143|748900119
Fusarium216|5300257	Fusre1|126133
Plecto143|4000123	Plecuc1|19515
Root1298|5556	Root1312|5302
Root1298|5556	Root74|5053
Root1298|5556	Root954|3196
Fusarium216|1100293	Fusre1|693182
Plecto143|1220032	Plecuc1|7931
Fusarium13|14270001713	Fusarium226|210001697
Fusarium13|300573	Fusarium226|1000505
Fusarium216|1800631	Fusre1|611582
Fusarium13|142750093	Fusarium226|500313
Root1298|5538	Root1312|5284
Root1298|5538	Root74|4962
Root1298|5538	Root954|5217
Root1433D1|2346	Root322|2621
Root423|5755	Root558|800
Fusarium13|142790094	Fusarium226|20900386
Fusarium216|4800458	Fusre1|579202
Root1298|4768	Root1312|4514
Root1298|4768	Root74|4032
Root1298|4768	Root954|6938
Fusarium216|4000138	Fusre1|583023
Fusarium216|480085	Fusre1|695154
Root1298|6063	Root1312|6181
Root1298|6063	Root74|1468
Root1298|6063	Root954|3497
Fusarium216|4500372	Fusre1|665005
Fusarium216|1100891	Fusre1|592193
Root423|907	Root558|1582
Fusarium13|2300666	Fusarium226|3000628
Fusarium13|2000586	Fusarium226|1800635
Fusarium13|2300815	Fusarium226|3000775
Root1298|5405	Root1312|5151
Root1298|5405	Root74|4828
Root1298|5405	Root954|5083
Root1298|6135	Root1312|5999
Root1298|6135	Root423|6735
Root1298|6135	Root558|5495
Root1298|6135	Root74|5459
Root1298|6135	Root954|628
Root1298|120	Root1312|120
Root1298|120	Root74|120
Root1298|120	Root954|5352
Fusarium13|310098	Fusarium226|3400137
Root1298|351	Root1312|351
Root1298|351	Root74|351
Root1298|351	Root954|5583
Root1298|6883	Root1312|6898
Root1298|6883	Root74|976
Root1298|6883	Root954|6353
Fusarium13|3001082	Fusarium226|1000994
Root1298|4691	Root1312|4437
Root1298|4691	Root74|3954
Root1298|4691	Root954|321
Root1298|2165	Root1312|2220
Root1298|2165	Root74|2170
Root1298|2165	Root954|4591
Fusarium216|3568000959	Fusre1|555760
Fusarium216|800135	Fusre1|636950
Root423|694	Root558|695
Fusarium216|2600563	Fusre1|515296
Fusarium216|100112	Fusre1|682148
Verdah1|434021	Verdah1|437127
Fusarium216|400047	Fusre1|545155
Fusarium216|600600	Fusre1|685655
Fusarium216|4100270	Fusre1|498774
Root1298|4353	Root1312|4100
Root1298|4353	Root74|3616
Root1298|4353	Root954|3057
Root1298|5673	Root1312|5419
Root1298|5673	Root74|5170
Root1298|5673	Root954|3079
Root1298|147	Root1312|147
Root1298|147	Root74|147
Root1298|147	Root954|5379
Plecto143|260011	Plecuc1|285336
Root1298|2124	Root1312|2179
Root1298|2124	Root74|2129
Root1298|2124	Root954|4632
Fusarium13|1700504	Fusarium226|20700502
Root423|5585	Root558|4759
Root423|4959	Root558|4620
Fusarium13|300454	Fusarium226|1000390
Root423|584	Root558|585
Plecto143|12720066	Plecuc1|274750
Fusarium216|3569300200	Fusre1|664418
Plecto143|87005	Plecto143|87006
Plecto143|87005	Plecto143|20024
Root1298|3251	Root1312|3467
Root1298|3251	Root74|3562
Root1298|3251	Root954|2253
Fusarium216|4500515	Fusre1|515940
Root423|1794	Root558|2846
Fusarium216|600498	Fusre1|590611
Fusarium13|142750012	Fusarium13|17001436
Fusarium13|142750012	Fusarium13|142870014
Fusarium13|142750012	Fusarium13|230026
Fusarium13|142750012	Fusarium13|14275001369
Fusarium13|142750012	Fusarium226|207001457
Plecto143|2385007	Plecto143|2385001
Plecto143|2385007	Plecto143|74760057
Root1298|2655	Root1312|2874
Root1298|2655	Root74|2577
Root1298|2655	Root954|107
Root1433D1|565	Root322|1505
Fusarium13|3800334	Fusarium226|3700455
Fusarium13|1400439	Fusarium226|21600320
Fusarium216|3569300323	Fusre1|570148
Root1298|140	Root1312|140
Root1298|140	Root74|140
Root1298|140	Root954|5372
Fusarium216|4500153	Fusre1|541064
Root1298|1178	Root1312|1176
Root1298|1178	Root74|1213
Root1298|1178	Root954|5996
Fusarium216|3569300459	Fusre1|513619
Root1298|3176	Root1312|3392
Root1298|3176	Root74|3487
Root1298|3176	Root954|2178
Fusarium13|14270001298	Fusarium226|210001294
Fusarium216|3568200741	Fusre1|689661
Root1298|2156	Root1312|2211
Root1298|2156	Root74|2161
Root1298|2156	Root954|4600
Root423|1454	Root558|5231
Root1298|3486	Root1312|3831
Root1298|3486	Root423|3088
Root1298|3486	Root558|2430
Root1298|3486	Root74|3134
Root1298|3486	Root954|1032
Root423|2437	Root558|1293
Fusarium13|1427500349	Fusarium226|500566
Plecto143|75160023	Plecto143|75160016
Plecto143|75160023	Plecto143|7520001
Root423|3021	Root558|2363
Fusarium216|100848	Fusre1|532398
Plecto143|1220044	Plecto143|2822002
Plecto143|1220044	Plecuc1|334703
Root1298|3556	Root1312|3901
Root1298|3556	Root74|3202
Root1298|3556	Root954|964
Fusarium216|2400680	Fusre1|132370
Fusarium13|3001342	Fusarium226|10001261
Fusarium13|14001410	Fusarium226|70088
Root1298|1931	Root1312|1986
Root1298|1931	Root74|1937
Root1298|1931	Root954|4823
Root423|4985	Root558|4646
Plecto143|60700120	Plecto143|342009
Plecto143|887002	Plecto143|74150077
Fusarium13|14270001799	Fusarium226|210001783
Fusarium216|450042	Fusre1|73475
Neora1|589182	Neora1|591761
Fusarium13|17001200	Fusarium226|207001183
Fusarium216|3568200239	Fusre1|538539
